date,location,latitude,longitude,rainfall_mm,temperature_c,humidity_percent,wind_speed_mps,pressure_kpa
2025-01-27,Jaipur,26.9124,75.7873,0.0,16.1,27.07,1.2,96.66
2025-01-28,Jaipur,26.9124,75.7873,0.0,16.8,29.52,1.08,96.59
2025-01-29,Jaipur,26.9124,75.7873,0.0,16.71,42.19,1.81,96.63
2025-01-30,Jaipur,26.9124,75.7873,0.0,16.11,44.67,1.79,96.39
2025-01-31,Jaipur,26.9124,75.7873,0.0,17.52,36.51,1.43,96.35
2025-02-01,Jaipur,26.9124,75.7873,0.0,16.62,45.06,1.35,96.55
2025-02-02,Jaipur,26.9124,75.7873,0.0,16.04,50.88,1.37,96.76
2025-02-03,Jaipur,26.9124,75.7873,0.02,17.13,48.66,1.85,96.69
2025-02-04,Jaipur,26.9124,75.7873,0.31,17.09,50.96,1.72,96.7
2025-02-05,Jaipur,26.9124,75.7873,0.0,14.91,35.85,2.41,96.87
2025-02-06,Jaipur,26.9124,75.7873,0.0,14.47,37.54,1.66,97.04
2025-02-07,Jaipur,26.9124,75.7873,0.0,14.4,31.88,2.0,97.04
2025-02-08,Jaipur,26.9124,75.7873,0.0,16.58,29.07,1.45,96.88
2025-02-09,Jaipur,26.9124,75.7873,0.0,18.15,27.9,1.51,96.71
2025-02-10,Jaipur,26.9124,75.7873,0.0,20.02,28.91,1.34,96.67
2025-02-11,Jaipur,26.9124,75.7873,0.0,20.65,30.52,1.48,96.63
2025-02-12,Jaipur,26.9124,75.7873,0.0,18.01,35.78,2.23,96.81
2025-02-13,Jaipur,26.9124,75.7873,0.0,17.81,29.94,1.91,96.9
2025-02-14,Jaipur,26.9124,75.7873,0.0,20.69,25.4,1.63,96.67
2025-02-15,Jaipur,26.9124,75.7873,0.0,21.75,34.24,2.19,96.32
2025-02-16,Jaipur,26.9124,75.7873,0.0,20.12,35.48,1.54,96.5
2025-02-17,Jaipur,26.9124,75.7873,0.03,20.8,38.39,2.45,96.77
2025-02-18,Jaipur,26.9124,75.7873,0.71,21.62,39.69,1.78,96.72
2025-02-19,Jaipur,26.9124,75.7873,0.68,21.64,42.34,1.61,96.58
2025-02-20,Jaipur,26.9124,75.7873,0.08,21.37,45.57,2.76,96.56
2025-02-21,Jaipur,26.9124,75.7873,0.0,19.06,39.51,2.7,96.94
2025-02-22,Jaipur,26.9124,75.7873,0.0,18.44,41.2,2.3,96.99
2025-02-23,Jaipur,26.9124,75.7873,0.0,19.74,41.13,1.38,97.01
2025-02-24,Jaipur,26.9124,75.7873,0.0,20.08,37.33,1.32,97.14
2025-02-25,Jaipur,26.9124,75.7873,0.0,21.78,36.84,1.59,97.13
2025-02-26,Jaipur,26.9124,75.7873,0.0,23.36,32.23,1.68,97.12
2025-02-27,Jaipur,26.9124,75.7873,0.0,21.39,37.93,1.88,96.78
2025-02-28,Jaipur,26.9124,75.7873,0.39,22.04,43.04,1.74,96.47
2025-03-01,Jaipur,26.9124,75.7873,0.26,22.27,50.98,2.57,96.52
2025-03-02,Jaipur,26.9124,75.7873,0.64,21.33,47.85,2.09,96.55
2025-03-03,Jaipur,26.9124,75.7873,0.0,22.44,33.66,3.01,96.43
2025-03-04,Jaipur,26.9124,75.7873,0.0,19.15,26.08,4.05,96.75
2025-03-05,Jaipur,26.9124,75.7873,0.0,16.67,25.03,3.55,96.89
2025-03-06,Jaipur,26.9124,75.7873,0.0,19.98,20.3,2.51,96.67
2025-03-07,Jaipur,26.9124,75.7873,0.0,22.38,23.76,2.02,96.41
2025-03-08,Jaipur,26.9124,75.7873,0.0,22.93,23.26,1.73,96.29
2025-03-09,Jaipur,26.9124,75.7873,0.0,23.71,24.01,2.32,96.47
2025-03-10,Jaipur,26.9124,75.7873,0.0,24.53,28.37,1.92,96.78
2025-03-11,Jaipur,26.9124,75.7873,0.0,26.52,26.16,2.08,96.64
2025-03-12,Jaipur,26.9124,75.7873,0.0,26.83,29.2,2.31,96.31
2025-03-13,Jaipur,26.9124,75.7873,1.04,27.46,34.28,1.94,96.1
2025-03-14,Jaipur,26.9124,75.7873,0.32,27.37,35.5,1.83,96.14
2025-03-15,Jaipur,26.9124,75.7873,0.44,25.29,35.75,2.53,96.31
2025-03-16,Jaipur,26.9124,75.7873,0.0,24.31,35.17,3.14,96.54
2025-03-17,Jaipur,26.9124,75.7873,0.0,23.67,29.42,2.56,96.63
2025-03-18,Jaipur,26.9124,75.7873,0.0,23.54,26.29,1.77,96.62
2025-03-19,Jaipur,26.9124,75.7873,0.0,24.56,20.87,1.77,96.64
2025-03-20,Jaipur,26.9124,75.7873,0.0,25.56,20.66,2.46,96.76
2025-03-21,Jaipur,26.9124,75.7873,0.0,25.34,24.15,2.04,96.78
2025-03-22,Jaipur,26.9124,75.7873,0.0,25.88,21.01,2.63,96.63
2025-03-23,Jaipur,26.9124,75.7873,0.0,25.39,17.68,1.42,96.73
2025-03-24,Jaipur,26.9124,75.7873,0.0,26.87,16.05,1.8,96.65
2025-03-25,Jaipur,26.9124,75.7873,0.0,28.34,17.39,1.55,96.28
2025-03-26,Jaipur,26.9124,75.7873,0.0,29.29,18.0,1.94,96.06
2025-03-27,Jaipur,26.9124,75.7873,0.0,27.89,19.08,3.57,96.13
2025-03-28,Jaipur,26.9124,75.7873,0.0,23.92,8.53,3.53,96.39
2025-03-29,Jaipur,26.9124,75.7873,0.0,22.64,9.63,2.91,96.44
2025-03-30,Jaipur,26.9124,75.7873,0.0,24.84,11.0,1.92,96.43
2025-03-31,Jaipur,26.9124,75.7873,0.0,26.0,12.04,2.01,96.45
2025-04-01,Jaipur,26.9124,75.7873,0.0,26.99,12.97,2.02,96.33
2025-04-02,Jaipur,26.9124,75.7873,0.0,27.96,11.4,1.87,96.38
2025-04-03,Jaipur,26.9124,75.7873,0.0,28.77,17.75,2.59,96.42
2025-04-04,Jaipur,26.9124,75.7873,0.02,29.48,15.21,2.53,96.44
2025-04-05,Jaipur,26.9124,75.7873,0.0,29.22,18.19,2.66,96.3
2025-04-06,Jaipur,26.9124,75.7873,0.0,31.57,17.25,1.98,96.09
2025-04-07,Jaipur,26.9124,75.7873,0.0,32.67,16.24,1.34,96.12
2025-04-08,Jaipur,26.9124,75.7873,0.0,32.94,16.47,1.25,96.28
2025-04-09,Jaipur,26.9124,75.7873,0.0,33.82,15.92,1.99,96.11
2025-04-10,Jaipur,26.9124,75.7873,0.0,32.39,16.0,2.45,95.78
2025-04-11,Jaipur,26.9124,75.7873,0.01,30.46,24.33,2.81,95.66
2025-04-12,Jaipur,26.9124,75.7873,0.32,30.12,29.99,1.93,95.96
2025-04-13,Jaipur,26.9124,75.7873,0.54,30.75,27.18,1.65,96.14
2025-04-14,Jaipur,26.9124,75.7873,0.0,31.22,24.46,2.33,96.13
2025-04-15,Jaipur,26.9124,75.7873,0.0,31.22,26.63,2.94,96.17
2025-04-16,Jaipur,26.9124,75.7873,0.0,32.29,25.49,1.95,96.07
2025-04-17,Jaipur,26.9124,75.7873,0.0,34.19,21.35,2.6,95.8
2025-04-18,Jaipur,26.9124,75.7873,0.0,35.17,16.65,3.67,95.7
2025-04-19,Jaipur,26.9124,75.7873,0.0,33.33,15.25,3.88,95.73
2025-04-20,Jaipur,26.9124,75.7873,0.0,32.83,20.11,3.95,95.81
2025-04-21,Jaipur,26.9124,75.7873,0.0,31.33,8.43,3.12,96.16
2025-04-22,Jaipur,26.9124,75.7873,0.0,30.73,7.42,2.63,96.27
2025-04-23,Jaipur,26.9124,75.7873,0.0,30.89,6.0,2.88,96.07
2025-04-24,Jaipur,26.9124,75.7873,0.0,32.01,8.68,3.08,95.84
2025-04-25,Jaipur,26.9124,75.7873,0.0,33.18,11.99,3.03,95.86
2025-04-26,Jaipur,26.9124,75.7873,0.0,33.07,13.73,2.03,95.87
2025-04-27,Jaipur,26.9124,75.7873,0.0,33.06,15.09,1.93,95.97
2025-04-28,Jaipur,26.9124,75.7873,0.0,32.96,13.64,2.26,95.8
2025-04-29,Jaipur,26.9124,75.7873,0.0,32.46,14.46,2.75,95.82
2025-04-30,Jaipur,26.9124,75.7873,0.0,32.9,18.85,2.76,95.95
2025-05-01,Jaipur,26.9124,75.7873,0.09,33.33,26.03,3.65,96.04
2025-05-02,Jaipur,26.9124,75.7873,1.23,32.79,30.44,3.2,96.1
2025-05-03,Jaipur,26.9124,75.7873,0.95,32.94,33.14,4.01,95.89
2025-05-04,Jaipur,26.9124,75.7873,3.87,32.75,30.04,2.66,95.77
2025-05-05,Jaipur,26.9124,75.7873,1.02,31.44,34.93,2.34,95.86
2025-05-06,Jaipur,26.9124,75.7873,0.24,29.31,43.06,1.63,95.87
2025-05-07,Jaipur,26.9124,75.7873,0.16,29.04,46.64,1.98,95.85
2025-05-08,Jaipur,26.9124,75.7873,1.98,28.45,52.08,2.9,95.92
2025-05-09,Jaipur,26.9124,75.7873,1.4,30.48,45.43,1.15,96.01
2025-05-10,Jaipur,26.9124,75.7873,0.06,31.92,41.74,2.38,96.0
2025-05-11,Jaipur,26.9124,75.7873,0.27,34.13,34.62,1.83,95.85
2025-05-12,Jaipur,26.9124,75.7873,5.37,33.92,32.94,2.48,95.83
2025-05-13,Jaipur,26.9124,75.7873,1.04,33.23,44.1,2.7,95.87
2025-05-14,Jaipur,26.9124,75.7873,0.01,34.63,34.53,2.61,95.87
2025-05-15,Jaipur,26.9124,75.7873,0.0,34.81,26.66,3.12,95.85
2025-05-16,Jaipur,26.9124,75.7873,0.0,35.92,24.06,3.37,95.73
2025-05-17,Jaipur,26.9124,75.7873,0.0,36.42,28.6,4.73,95.72
2025-05-18,Jaipur,26.9124,75.7873,0.0,37.44,28.31,4.44,95.69
2025-05-19,Jaipur,26.9124,75.7873,0.02,37.56,26.29,4.04,95.62
2025-05-20,Jaipur,26.9124,75.7873,0.03,37.55,22.55,4.31,95.52
2025-05-21,Jaipur,26.9124,75.7873,0.0,37.71,20.72,3.7,95.51
2025-05-22,Jaipur,26.9124,75.7873,0.14,37.0,25.78,2.45,95.48
2025-05-23,Jaipur,26.9124,75.7873,0.0,37.17,29.16,3.48,95.28
2025-05-24,Jaipur,26.9124,75.7873,0.01,37.16,29.63,4.77,95.26
2025-05-25,Jaipur,26.9124,75.7873,8.29,34.17,42.53,4.26,95.59
2025-05-26,Jaipur,26.9124,75.7873,0.01,34.27,41.37,3.87,95.49
2025-05-27,Jaipur,26.9124,75.7873,0.0,34.66,39.1,2.72,95.32
2025-05-28,Jaipur,26.9124,75.7873,0.0,36.19,35.82,3.24,95.21
2025-05-29,Jaipur,26.9124,75.7873,1.15,35.51,37.43,2.19,95.11
2025-05-30,Jaipur,26.9124,75.7873,2.57,34.55,35.26,2.8,95.06
2025-05-31,Jaipur,26.9124,75.7873,0.22,33.94,29.56,4.37,95.29
2025-06-01,Jaipur,26.9124,75.7873,0.37,33.57,34.97,4.51,95.4
2025-06-02,Jaipur,26.9124,75.7873,3.14,31.83,45.11,3.34,95.4
2025-06-03,Jaipur,26.9124,75.7873,7.7,30.17,54.58,3.21,95.58
2025-06-04,Jaipur,26.9124,75.7873,0.24,31.14,46.94,3.03,95.82
2025-06-05,Jaipur,26.9124,75.7873,0.1,32.33,39.94,1.7,96.07
2025-06-06,Jaipur,26.9124,75.7873,2.37,33.7,40.05,2.38,95.98
2025-06-07,Jaipur,26.9124,75.7873,0.0,35.79,32.42,2.22,95.82
2025-06-08,Jaipur,26.9124,75.7873,0.0,36.4,25.53,3.65,95.74
2025-06-09,Jaipur,26.9124,75.7873,0.0,36.7,18.64,5.55,95.63
2025-06-10,Jaipur,26.9124,75.7873,0.0,37.18,21.56,4.71,95.53
2025-06-11,Jaipur,26.9124,75.7873,0.0,38.17,21.03,3.24,95.51
2025-06-12,Jaipur,26.9124,75.7873,0.0,39.1,19.33,1.71,95.4
2025-06-13,Jaipur,26.9124,75.7873,0.0,39.29,25.12,3.17,95.38
2025-06-14,Jaipur,26.9124,75.7873,0.11,38.89,27.47,3.02,95.3
2025-06-15,Jaipur,26.9124,75.7873,1.28,37.36,32.6,2.93,95.17
2025-06-16,Jaipur,26.9124,75.7873,13.15,32.61,56.9,3.19,95.21
2025-06-17,Jaipur,26.9124,75.7873,19.28,29.78,72.3,2.84,95.33
2025-06-18,Jaipur,26.9124,75.7873,7.26,28.71,72.66,3.13,95.17
2025-06-19,Jaipur,26.9124,75.7873,2.36,30.55,66.35,2.86,95.05
2025-06-20,Jaipur,26.9124,75.7873,17.2,28.77,78.52,1.28,95.34
2025-06-21,Jaipur,26.9124,75.7873,12.34,30.72,69.79,1.37,95.43
2025-06-22,Jaipur,26.9124,75.7873,3.91,31.6,67.13,1.69,95.35
2025-06-23,Jaipur,26.9124,75.7873,15.96,30.79,71.15,1.84,95.17
2025-06-24,Jaipur,26.9124,75.7873,41.69,30.58,75.56,1.31,95.13
2025-06-25,Jaipur,26.9124,75.7873,2.89,30.6,75.5,2.59,95.3
2025-06-26,Jaipur,26.9124,75.7873,7.83,30.23,75.01,3.27,95.48
2025-06-27,Jaipur,26.9124,75.7873,7.91,29.97,75.15,2.67,95.4
2025-06-28,Jaipur,26.9124,75.7873,2.29,29.62,75.37,2.33,95.35
2025-06-29,Jaipur,26.9124,75.7873,1.73,30.25,72.72,2.15,95.18
2025-06-30,Jaipur,26.9124,75.7873,2.55,29.68,72.34,3.44,95.19
2025-07-01,Jaipur,26.9124,75.7873,5.73,29.13,77.09,2.16,95.3
2025-07-02,Jaipur,26.9124,75.7873,16.48,29.32,77.81,2.7,95.26
2025-07-03,Jaipur,26.9124,75.7873,2.67,29.38,79.11,2.98,95.32
2025-07-04,Jaipur,26.9124,75.7873,5.65,28.96,81.85,1.34,95.4
2025-07-05,Jaipur,26.9124,75.7873,15.16,29.22,81.63,1.58,95.35
2025-07-06,Jaipur,26.9124,75.7873,9.68,29.06,82.72,1.56,95.28
2025-07-07,Jaipur,26.9124,75.7873,2.89,27.41,88.4,1.86,95.37
2025-07-08,Jaipur,26.9124,75.7873,0.42,28.73,79.65,2.12,95.45
2025-07-09,Jaipur,26.9124,75.7873,19.39,28.86,79.97,2.38,95.5
2025-07-10,Jaipur,26.9124,75.7873,18.46,28.1,82.17,1.55,95.6
2025-07-11,Jaipur,26.9124,75.7873,6.09,27.51,84.54,0.81,95.63
2025-07-12,Jaipur,26.9124,75.7873,4.18,27.59,83.72,0.97,95.6
2025-07-13,Jaipur,26.9124,75.7873,15.06,28.49,80.13,1.64,95.5
2025-07-14,Jaipur,26.9124,75.7873,19.44,27.7,86.56,2.14,95.2
2025-07-15,Jaipur,26.9124,75.7873,17.27,27.87,85.87,2.54,95.14
2025-07-16,Jaipur,26.9124,75.7873,1.47,27.68,85.09,2.09,95.46
2025-07-17,Jaipur,26.9124,75.7873,8.86,27.75,84.97,1.42,95.62
2025-07-18,Jaipur,26.9124,75.7873,28.45,27.71,85.69,2.99,95.39
2025-07-19,Jaipur,26.9124,75.7873,11.34,27.28,86.56,3.57,95.11
2025-07-20,Jaipur,26.9124,75.7873,0.19,27.63,83.03,2.54,95.31
2025-07-21,Jaipur,26.9124,75.7873,0.38,27.85,83.89,1.61,95.53
2025-07-22,Jaipur,26.9124,75.7873,11.77,28.5,84.2,2.2,95.45
2025-07-23,Jaipur,26.9124,75.7873,3.62,28.2,84.05,3.12,95.22
2025-07-24,Jaipur,26.9124,75.7873,0.18,28.12,81.84,2.96,95.14
2025-07-25,Jaipur,26.9124,75.7873,13.24,28.57,82.0,2.6,95.13
2025-07-26,Jaipur,26.9124,75.7873,20.56,28.69,85.63,1.39,95.13
2025-07-27,Jaipur,26.9124,75.7873,1.44,29.23,80.58,1.98,95.1
2025-07-28,Jaipur,26.9124,75.7873,35.25,28.14,86.88,1.89,95.14
2025-07-29,Jaipur,26.9124,75.7873,7.95,28.59,84.48,2.56,95.19
2025-07-30,Jaipur,26.9124,75.7873,10.98,26.8,89.57,2.29,95.26
2025-07-31,Jaipur,26.9124,75.7873,20.37,25.65,92.44,3.17,95.39
2025-08-01,Jaipur,26.9124,75.7873,7.08,26.41,87.66,3.2,95.54
2025-08-02,Jaipur,26.9124,75.7873,0.81,27.34,84.46,3.36,95.6
2025-08-03,Jaipur,26.9124,75.7873,1.57,27.35,84.26,2.98,95.74
2025-08-04,Jaipur,26.9124,75.7873,0.02,27.63,82.7,3.33,95.82
2025-08-05,Jaipur,26.9124,75.7873,0.0,26.85,84.39,3.37,95.83
2025-08-06,Jaipur,26.9124,75.7873,0.0,26.87,82.76,2.67,95.87
2025-08-07,Jaipur,26.9124,75.7873,0.0,27.29,82.37,2.91,95.81
2025-08-08,Jaipur,26.9124,75.7873,1.21,27.55,80.09,2.78,95.86
2025-08-09,Jaipur,26.9124,75.7873,5.52,27.38,80.91,2.2,96.03
2025-08-10,Jaipur,26.9124,75.7873,0.84,27.47,81.04,2.33,95.9
2025-08-11,Jaipur,26.9124,75.7873,0.1,27.26,81.92,2.85,95.84
2025-08-12,Jaipur,26.9124,75.7873,0.0,27.62,80.23,2.78,95.73
2025-08-13,Jaipur,26.9124,75.7873,0.31,26.65,85.67,2.14,95.65
2025-08-14,Jaipur,26.9124,75.7873,5.91,26.52,90.61,1.18,95.81
2025-08-15,Jaipur,26.9124,75.7873,0.52,27.71,84.25,1.76,95.71
2025-08-16,Jaipur,26.9124,75.7873,0.9,27.95,84.18,2.11,95.55
2025-08-17,Jaipur,26.9124,75.7873,0.14,28.34,83.94,2.97,95.63
2025-08-18,Jaipur,26.9124,75.7873,0.4,27.89,85.16,3.05,95.77
2025-08-19,Jaipur,26.9124,75.7873,0.06,27.98,83.33,2.72,95.65
2025-08-20,Jaipur,26.9124,75.7873,7.51,27.97,83.63,2.96,95.58
2025-08-21,Jaipur,26.9124,75.7873,12.29,26.88,89.36,2.12,95.59
2025-08-22,Jaipur,26.9124,75.7873,13.9,27.27,88.54,1.88,95.45
2025-08-23,Jaipur,26.9124,75.7873,40.55,27.02,88.64,2.25,95.44
2025-08-24,Jaipur,26.9124,75.7873,35.05,27.46,85.27,1.18,95.48
2025-08-25,Jaipur,26.9124,75.7873,4.7,27.52,86.06,1.57,95.38
2025-08-26,Jaipur,26.9124,75.7873,1.91,27.43,86.96,0.85,95.59
2025-08-27,Jaipur,26.9124,75.7873,0.99,28.08,83.86,1.02,95.68
2025-08-28,Jaipur,26.9124,75.7873,1.73,27.49,88.61,1.02,95.64
2025-08-29,Jaipur,26.9124,75.7873,3.88,27.27,90.09,2.18,95.7
2025-08-30,Jaipur,26.9124,75.7873,10.29,27.29,89.03,2.07,95.84
2025-08-31,Jaipur,26.9124,75.7873,40.73,26.84,91.07,1.5,95.64
2025-09-01,Jaipur,26.9124,75.7873,33.92,25.71,91.61,2.71,95.32
2025-09-02,Jaipur,26.9124,75.7873,10.68,26.92,84.81,2.38,95.48
2025-09-03,Jaipur,26.9124,75.7873,15.75,26.27,88.74,1.65,95.73
2025-09-04,Jaipur,26.9124,75.7873,16.3,26.16,89.5,2.27,95.78
2025-09-05,Jaipur,26.9124,75.7873,20.35,26.58,89.02,2.91,95.69
2025-09-06,Jaipur,26.9124,75.7873,13.89,26.76,89.86,4.02,95.68
2025-09-07,Jaipur,26.9124,75.7873,4.58,26.13,88.39,3.57,95.8
2025-09-08,Jaipur,26.9124,75.7873,0.48,25.74,87.83,2.58,95.99
2025-09-09,Jaipur,26.9124,75.7873,0.0,26.22,84.82,1.75,96.22
2025-09-10,Jaipur,26.9124,75.7873,0.0,25.78,84.69,3.04,96.18
2025-09-11,Jaipur,26.9124,75.7873,0.0,25.16,85.9,3.08,96.11
2025-09-12,Jaipur,26.9124,75.7873,0.0,25.88,84.57,2.08,96.21
2025-09-13,Jaipur,26.9124,75.7873,0.0,26.63,80.0,1.54,96.2
2025-09-14,Jaipur,26.9124,75.7873,0.04,27.27,80.99,1.67,96.15
2025-09-15,Jaipur,26.9124,75.7873,0.09,26.51,82.13,2.18,95.98
2025-09-16,Jaipur,26.9124,75.7873,0.03,27.11,81.12,1.19,95.96
2025-09-17,Jaipur,26.9124,75.7873,0.03,27.86,80.06,1.56,95.97
2025-09-18,Jaipur,26.9124,75.7873,1.4,27.61,80.44,1.4,96.0
2025-09-19,Jaipur,26.9124,75.7873,0.57,27.65,78.76,1.54,96.09
2025-09-20,Jaipur,26.9124,75.7873,0.73,27.35,78.49,1.81,96.08
2025-09-21,Jaipur,26.9124,75.7873,0.0,27.37,74.73,1.91,96.01
2025-09-22,Jaipur,26.9124,75.7873,0.0,26.49,77.05,2.09,96.07
2025-09-23,Jaipur,26.9124,75.7873,0.0,26.39,76.43,2.32,96.03
2025-09-24,Jaipur,26.9124,75.7873,0.0,26.21,78.98,2.55,95.92
2025-09-25,Jaipur,26.9124,75.7873,0.0,26.28,76.55,2.09,95.95
2025-09-26,Jaipur,26.9124,75.7873,0.0,26.83,68.31,1.96,96.06
2025-09-27,Jaipur,26.9124,75.7873,0.14,26.89,74.98,2.0,96.18
2025-09-28,Jaipur,26.9124,75.7873,0.0,26.89,84.18,3.02,96.04
2025-09-29,Jaipur,26.9124,75.7873,0.57,26.79,86.61,2.51,95.9
2025-09-30,Jaipur,26.9124,75.7873,11.29,25.93,91.54,1.83,95.78
2025-10-01,Jaipur,26.9124,75.7873,13.01,25.95,87.23,0.71,95.79
2025-10-02,Jaipur,26.9124,75.7873,1.15,26.21,83.27,1.25,96.08
2025-10-03,Jaipur,26.9124,75.7873,0.09,25.38,88.1,1.88,96.35
2025-10-04,Jaipur,26.9124,75.7873,0.05,26.68,79.7,1.29,96.26
2025-10-05,Jaipur,26.9124,75.7873,1.75,25.66,82.41,2.34,96.2
2025-10-06,Jaipur,26.9124,75.7873,34.09,24.56,87.0,2.12,96.27
2025-10-07,Jaipur,26.9124,75.7873,6.86,22.91,81.46,1.98,96.32
2025-10-08,Jaipur,26.9124,75.7873,0.08,21.38,76.86,1.59,96.57
2025-10-09,Jaipur,26.9124,75.7873,0.0,22.12,65.99,1.29,96.71
2025-10-10,Jaipur,26.9124,75.7873,0.0,22.92,58.15,0.82,96.58
2025-10-11,Jaipur,26.9124,75.7873,0.0,22.41,63.49,1.26,96.57
2025-10-12,Jaipur,26.9124,75.7873,0.0,22.8,64.03,1.3,96.53
2025-10-13,Jaipur,26.9124,75.7873,0.0,23.2,59.8,0.76,96.61
2025-10-14,Jaipur,26.9124,75.7873,0.0,21.99,68.17,1.21,96.52
2025-10-15,Jaipur,26.9124,75.7873,0.0,22.0,65.1,1.21,96.51
2025-10-16,Jaipur,26.9124,75.7873,0.0,23.29,56.91,0.72,96.51
2025-10-17,Jaipur,26.9124,75.7873,0.0,23.82,52.59,0.68,96.62
2025-10-18,Jaipur,26.9124,75.7873,0.0,23.59,51.73,0.8,96.56
2025-10-19,Jaipur,26.9124,75.7873,0.0,22.54,59.0,1.35,96.49
2025-10-20,Jaipur,26.9124,75.7873,0.0,22.39,62.32,1.38,96.52
2025-10-21,Jaipur,26.9124,75.7873,0.0,23.41,60.98,0.85,96.65
2025-10-22,Jaipur,26.9124,75.7873,0.0,24.83,53.51,0.7,96.7
2025-10-23,Jaipur,26.9124,75.7873,0.0,23.57,56.02,1.1,96.62
2025-10-24,Jaipur,26.9124,75.7873,0.0,23.8,50.4,0.89,96.6
2025-10-25,Jaipur,26.9124,75.7873,0.01,22.95,52.46,0.86,96.52
2025-10-26,Jaipur,26.9124,75.7873,0.46,21.69,75.26,1.82,96.6
2025-10-27,Jaipur,26.9124,75.7873,13.15,20.88,85.65,2.67,96.66
2025-10-28,Jaipur,26.9124,75.7873,2.11,19.11,88.15,3.02,96.69
2025-10-29,Jaipur,26.9124,75.7873,0.21,20.9,81.46,2.24,96.57
2025-10-30,Jaipur,26.9124,75.7873,1.32,20.95,89.42,2.15,96.53
2025-10-31,Jaipur,26.9124,75.7873,0.01,22.52,78.75,0.89,96.49
2025-11-01,Jaipur,26.9124,75.7873,0.0,23.07,72.41,1.17,96.52
2025-11-02,Jaipur,26.9124,75.7873,0.0,22.72,52.2,1.23,96.55
2025-11-03,Jaipur,26.9124,75.7873,0.41,21.96,51.99,1.73,96.39
2025-11-04,Jaipur,26.9124,75.7873,3.15,21.42,81.37,1.56,96.26
2025-11-05,Jaipur,26.9124,75.7873,0.0,19.27,64.62,2.28,96.41
2025-11-06,Jaipur,26.9124,75.7873,0.0,17.23,52.69,1.96,96.65
2025-11-07,Jaipur,26.9124,75.7873,0.0,17.21,41.13,1.66,96.81
2025-11-08,Jaipur,26.9124,75.7873,0.0,18.61,37.72,1.38,96.85
2025-11-09,Jaipur,26.9124,75.7873,0.0,19.34,37.75,0.95,96.72
2025-11-10,Jaipur,26.9124,75.7873,0.0,19.23,42.63,1.11,96.67
2025-11-11,Jaipur,26.9124,75.7873,0.0,18.75,50.26,1.31,96.78
2025-11-12,Jaipur,26.9124,75.7873,0.0,19.35,42.21,1.01,96.87
2025-11-13,Jaipur,26.9124,75.7873,0.0,18.18,43.4,1.53,97.01
2025-11-14,Jaipur,26.9124,75.7873,0.0,18.74,36.81,1.0,96.99
2025-11-15,Jaipur,26.9124,75.7873,0.0,18.99,34.7,0.72,97.09
2025-11-16,Jaipur,26.9124,75.7873,0.0,18.22,39.32,1.25,97.27
2025-11-17,Jaipur,26.9124,75.7873,0.0,18.01,38.64,0.94,97.17
2025-11-18,Jaipur,26.9124,75.7873,0.0,18.22,43.82,1.04,96.98
2025-11-19,Jaipur,26.9124,75.7873,0.0,18.09,46.16,1.18,96.94
